"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Cyanea obtusa","Haha","Wherever found","1","Endangered","Flowering Plants"
"Procaris hawaiana","Anchialine pool Shrimp","Wherever found","1","Endangered","Crustaceans"
"Phyllostegia bracteata","No common name","Wherever found","1","Endangered","Flowering Plants"
"Myrsine vaccinioides","Kolea","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra hematos","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Dubautia plantaginea ssp. magnifolia","Na`ena`e","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia lanigera","loulu","Wherever found","1","Endangered","Flowering Plants"
"Psychotria hexandra ssp. oahuensis","Kopiko","Wherever found","1","Endangered","Flowering Plants"
"Portulaca villosa","Ihi","Wherever found","1","Endangered","Flowering Plants"
"Pittosporum napaliense","Ho`awa","Wherever found","1","Endangered","Flowering Plants"
"Schiedea hawaiiensis","Ma`oli`oli","Wherever found","1","Endangered","Flowering Plants"
"Ranunculus mauiensis","Makou","Wherever found","1","Endangered","Flowering Plants"
"Partulina variabilis","Lanai tree snail","Wherever found","1","Endangered","Snails"
"Platydesma rostrata","Pilo kea lau li`i","Wherever found","1","Endangered","Flowering Plants"
"Charpentiera densiflora","Papala","Wherever found","1","Endangered","Flowering Plants"
"Melicope christophersenii","Alani","Wherever found","1","Endangered","Flowering Plants"
"Cyanea calycina","Haha","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia brevidens","No common name","Wherever found","1","Endangered","Flowering Plants"
"Geranium hillebrandii","Nohoanu","Wherever found","1","Endangered","Flowering Plants"
"Melicope makahae","Alani","Wherever found","1","Endangered","Flowering Plants"
"Pleomele forbesii","Hala pepe","Wherever found","1","Endangered","Flowering Plants"
"Melicope puberula","Alani","Wherever found","1","Endangered","Flowering Plants"
"Sanicula sandwicensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Labordia pumila","Kamakahala","Wherever found","1","Endangered","Flowering Plants"
"Euphorbia remyi var. kauaiensis","`Akoko","Wherever found","1","Endangered","Flowering Plants"
"Newcombia cumingi","Newcomb's Tree snail","Wherever found","1","Endangered","Snails"
"Drosophila digressa","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Pittosporum hawaiiense","Hoawa","Wherever found","1","Endangered","Flowering Plants"
"Schiedea salicaria","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra kaulantha","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Wikstroemia villosa","No common name","Wherever found","1","Endangered","Flowering Plants"
"Stenogyne kaalae ssp. sherffii","No common name","Wherever found","1","Endangered","Flowering Plants"
"Megalagrion leptodemas","Crimson Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Melicope hiiakae","Alani","Wherever found","1","Endangered","Flowering Plants"
"Hylaeus assimulans","Assimulans yellow-faced bee","Wherever found","1","Endangered","Insects"
"Keysseria (=Lagenifera) erici","No common name","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia floribunda","No common name","Wherever found","1","Endangered","Flowering Plants"
"Bidens micrantha ssp. ctenophylla","Ko`oko`olau","Wherever found","1","Endangered","Flowering Plants"
"Geranium kauaiense","Nohoanu","Wherever found","1","Endangered","Flowering Plants"
"Huperzia stemmermanniae","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Pittosporum halophilum","Hoawa","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia helleri","No common name","","1","Endangered","Flowering Plants"
"Dubautia imbricata ssp. imbricata","Na`ena`e","Wherever found","1","Endangered","Flowering Plants"
"Cyanea kuhihewa","Haha","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia venosa","No common name","Wherever found","1","Endangered","Flowering Plants"
"Gardenia remyi","Nanu","Wherever found","1","Endangered","Flowering Plants"
"Hylaeus longiceps","Hawaiian yellow-faced bee","Wherever found","1","Endangered","Insects"
"Pseudognaphalium sandwicensium var. molokaiense","`Ena`ena","Wherever found","1","Endangered","Flowering Plants"
"Vetericaris chaceorum","Anchialine pool shrimp","Wherever found","1","Endangered","Crustaceans"
"Hylaeus anthracinus","Anthricinan yellow-faced bee","Wherever found","1","Endangered","Insects"
"Platydesma remyi","No common name","Wherever found","1","Endangered","Flowering Plants"
"Myrsine fosbergii","Kolea","Wherever found","1","Endangered","Flowering Plants"
"Cyanea solanacea","Popolo","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra waiolani","Haiwale","Wherever found","1","Endangered","Flowering Plants"
"Cyanea lanceolata","Haha","Wherever found","1","Endangered","Flowering Plants"
"Festuca hawaiiensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Megalagrion oceanicum","Oceanic Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Stenogyne cranwelliae","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyanea profuga","Haha","Wherever found","1","Endangered","Flowering Plants"
"Psychotria hobdyi","Kopiko","Wherever found","1","Endangered","Flowering Plants"
"Calamagrostis hillebrandii","Hillebrand's reedgrass","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra oenobarba","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Hylaeus facilis","Easy yellow-faced bee","Wherever found","1","Endangered","Insects"
"Astelia waialealae","Pa`iniu","Wherever found","1","Endangered","Flowering Plants"
"Megalagrion xanthomelas","Orangeblack Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Solanum nelsonii","Popolo","Wherever found","1","Endangered","Flowering Plants"
"Cyanea marksii","Haha","Wherever found","1","Endangered","Flowering Plants"
"Platydesma cornuta var. decurrens","No common name","Wherever found","1","Endangered","Flowering Plants"
"Ochrosia haleakalae","Holei","Wherever found","1","Endangered","Flowering Plants"
"Calamagrostis expansa","Maui reedgrass","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia daphnoides","lehua makanoe","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia hispida","No common name","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia stachyoides","No common name","Wherever found","1","Endangered","Flowering Plants"
"Drosophila sharpi","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Cyanea tritomantha","`aku","Wherever found","1","Endangered","Flowering Plants"
"Polyscias lydgatei","No common name","Wherever found","1","Endangered","Flowering Plants"
"Asplenium dielmannii","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Bidens campylotheca ssp. pentamera","Ko`oko`olau","Wherever found","1","Endangered","Flowering Plants"
"Canavalia pubescens","`Awikiwiki","Wherever found","1","Endangered","Flowering Plants"
"Wikstroemia skottsbergiana","No common name","","1","Endangered","Flowering Plants"
"Polyscias bisattenuata","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyanea asplenifolia","Haha","Wherever found","1","Endangered","Flowering Plants"
"Hylaeus hilaris","Hilaris yellow-faced bee","Wherever found","1","Endangered","Insects"
"Zanthoxylum oahuense","A`e","Wherever found","1","Endangered","Flowering Plants"
"Keysseria (=Lagenifera) helenae","No common name","Wherever found","1","Endangered","Flowering Plants"
"Bidens campylotheca ssp. waihoiensis","Ko`oko`olau","Wherever found","1","Endangered","Flowering Plants"
"Platydesma cornuta var. cornuta","No common name","Wherever found","1","Endangered","Flowering Plants"
"Bidens conjuncta","Ko`oko`olau","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra gracilis","Haiwale","Wherever found","1","Endangered","Flowering Plants"
"Melicope paniculata","Alani","Wherever found","1","Endangered","Flowering Plants"
"Cyanea dolichopoda","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea kolekoleensis","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra paliku","Haiwale","Wherever found","1","Endangered","Flowering Plants"
"Dubautia kalalauensis","Naenae","Wherever found","1","Endangered","Flowering Plants"
"Dubautia kenwoodii","Naenae","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia iniki","No common name","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia pendens","No common name","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia scopulensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Myrsine knudsenii","Kolea","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia renovans","No common name","Wherever found","1","Endangered","Flowering Plants"
"Polyscias flynnii","No common name","Wherever found","1","Endangered","Flowering Plants"
"Doryopteris angelica","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Dryopteris crinalis var. podosorus","Palapalai aumakua","Wherever found","1","Endangered","Ferns and Allies"
"Hylaeus mana","Hawaiian yellow-faced bee","Wherever found","1","Endangered","Insects"
"Hylaeus kuakea","Hawaiian yellow-faced bee","Wherever found","1","Endangered","Insects"
"Cyanea duvalliorum","haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea horrida","haha nui","Wherever found","1","Endangered","Flowering Plants"
"Cyanea magnicalyx","haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea maritae","haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea mauiensis","haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea munroi","haha","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra ferripilosa","haiwale","Wherever found","1","Endangered","Flowering Plants"
"Mucuna sloanei var. persericea","sea bean","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia haliakalae","No common name","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia pilosa","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea jacobii","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea laui","No common name","Wherever found","1","Endangered","Flowering Plants"
"Stenogyne kauaulaensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Festuca molokaiensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Bidens hillebrandiana ssp. hillebrandiana","kookoolau","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra nanawaleensis","haiwale","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra wagneri","haiwale","Wherever found","1","Endangered","Flowering Plants"
"Schiedea diffusa ssp. macraei","No common name","Wherever found","1","Endangered","Flowering Plants"
"Chelonia mydas","Green sea turtle","Central North Pacific DPS","1","Threatened","Reptiles"
"Exocarpos menziesii","Heau","","1","Endangered","Flowering Plants"
"Santalum involutum","No common name","Wherever found","1","Endangered","Flowering Plants"
"Sicyos lanceoloideus","No common name","Wherever found","1","Endangered","Flowering Plants"
"Asplenium diellaciniatum","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Deparia kaalaana","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Cyanea kauaulaensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia bakeri","loulu","Wherever found","1","Endangered","Flowering Plants"
"Schiedea diffusa subsp. diffusa","No common name","Wherever found","1","Endangered","Flowering Plants"
"Kadua haupuensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Lepidium orbiculare","No common name","Wherever found","1","Endangered","Flowering Plants"
"Hypolepis hawaiiensis var. mauiensis","olua","Wherever found","1","Endangered","Ferns and Allies"
"Labordia lorenciana","No common name","Wherever found","1","Endangered","Flowering Plants"
